,corpusid,paper-title,section-title,Sentence,Label,pdf-url
468,230799347,Did Aristotle Use a Laptop? A Question Answering Benchmark with Implicit Reasoning Strategies,conclusion,"to build strategyqa, we introduced a novel annotation pipeline for eliciting creative questions that use simple language, but cover a challenging range of diverse strategies.",ReSolved,https://arxiv.org/pdf/2101.02235v1.pdf
469,230799347,Did Aristotle Use a Laptop? A Question Answering Benchmark with Implicit Reasoning Strategies,conclusion,"questions in strategyqa are annotated with decomposition into reasoning steps and evidence paragraphs, to guide the ongoing research towards addressing implicit multi-hop reasoning.",ReSolved,https://arxiv.org/pdf/2101.02235v1.pdf
470,252993059,RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses,conclusion,"in this paper, we study to utilize pretrained t5 models on text ranking.",ReSolved,https://export.arxiv.org/pdf/2210.10634v1.pdf
471,252993059,RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses,conclusion,"unlike monot5, which simply converts a text ranking problem into a t5-compatible token generation task, our paper presents two model variants that output numerical numbers based on the t5 architecture: an encoderdecoder model and an encoder-only model.",ReSolved,https://export.arxiv.org/pdf/2210.10634v1.pdf
472,252993059,RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses,conclusion,we thereby propose fine-tuning t5 with ranking losses to maximize ranking metrics.,ReSolved,https://export.arxiv.org/pdf/2210.10634v1.pdf
473,252993059,RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses,conclusion,we demonstrate significant improvement when ranking losses are used to fine-tune the t5 model on the ms marco and the nq data sets.,ReSolved,https://export.arxiv.org/pdf/2210.10634v1.pdf
474,252993059,RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses,conclusion,we further illustrate that such improvement can be maintained in the zero-shot setting on out-of-domain data sets.,ReSolved,https://export.arxiv.org/pdf/2210.10634v1.pdf
475,258822799,HELMA: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,conclusion,"we introduce helma, a large-scale collection of generated and human-annotated hallucinated samples for evaluating the performance of llms in recognizing and improving hallucinations.",ReSolved,https://export.arxiv.org/pdf/2305.11747v1.pdf
476,258822799,HELMA: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,conclusion,"to automatically generate large-scale samples, we propose a chatgpt-based two-step approach, i.e., samplingthen-filtering.",ReSolved,https://export.arxiv.org/pdf/2305.11747v1.pdf
477,258822799,HELMA: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,conclusion,we first introduce two different sampling methods to generate diverse samples using instructions and then filter and select the difficult one.,ReSolved,https://export.arxiv.org/pdf/2305.11747v1.pdf
478,258822799,HELMA: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,conclusion,"besides, we invite qualified human labelers to annotate the hallucinations of chatgpt responses given user queries.",ReSolved,https://export.arxiv.org/pdf/2305.11747v1.pdf
479,257427664,Challenges in Explanation Quality Evaluation,conclusion,this paper aims at increasing the awareness of the shortcomings and open challenges that today's explanation quality evaluation practices face.,ReSolved,https://export.arxiv.org/pdf/2210.07126v2.pdf
480,257427664,Challenges in Explanation Quality Evaluation,conclusion,"we discuss general characteristics of explanation quality, describe current practices and point out to which extent they violate the discussed characteristics.",ReSolved,https://export.arxiv.org/pdf/2210.07126v2.pdf
481,257427664,Challenges in Explanation Quality Evaluation,conclusion,we support our arguments with empirical evidence of a crowdsourced case study that we conducted for the example of explainable question answering systems from the hotpotqa leaderboard.,ReSolved,https://export.arxiv.org/pdf/2210.07126v2.pdf
482,254246737,What is Not in the Context? Evaluation of Few-shot Learners with Informative Demonstrations,conclusion,"this work introduces a task of conceptual few-shot learning, that reflects on language models' ability to learn in-context and apply a specific, possibly novel reasoning concept.",ReSolved,https://export.arxiv.org/pdf/2212.01692v1.pdf
483,254246737,What is Not in the Context? Evaluation of Few-shot Learners with Informative Demonstrations,conclusion,"we find that current incontext few-shot learners are largely insensitive to the concepts presented in demonstrations, suggesting that their ability to learn in context might be conditioned by other factors, such as their memo-rization capacity, rather than their level of task comprehension.",Finding,https://export.arxiv.org/pdf/2212.01692v1.pdf
484,254246737,What is Not in the Context? Evaluation of Few-shot Learners with Informative Demonstrations,conclusion,conceptual few-shot learning poses a challenge of more controllable and scalable fewshot learning to future few-shot learners.,Finding,https://export.arxiv.org/pdf/2212.01692v1.pdf
485,215238846,Multi-Step Inference for Reasoning Over Paragraphs,conclusion,we propose a multi-step reading comprehension model that performs chained inference over natural language text.,ReSolved,https://arxiv.org/pdf/2004.02995v2.pdf
486,215238846,Multi-Step Inference for Reasoning Over Paragraphs,conclusion,"we have demonstrated that our model substantially outperforms prior work on ropes, a challenging new reading comprehension dataset.",ReSolved,https://arxiv.org/pdf/2004.02995v2.pdf
487,215238846,Multi-Step Inference for Reasoning Over Paragraphs,conclusion,we have additionally presented some analysis of ropes that should inform future work on this dataset.,Finding,https://arxiv.org/pdf/2004.02995v2.pdf
488,215238846,Multi-Step Inference for Reasoning Over Paragraphs,conclusion,"while our model is not a neural module network, as our model uses a single fixed layout instead of different layouts per question, we believe there are enough similarities that future work could explore combining our modules with those used in other neural module networks over text, leading to a single model that could perform the necessary reasoning for multiple different datasets.",Finding,https://arxiv.org/pdf/2004.02995v2.pdf
489,245219136,Evidentiality-guided Generation for Knowledge-Intensive NLP Tasks,conclusion,"augmenting pre-trained generation models with retrievers has shown to be effective in many knowledge-intensive tasks; however, they often rely on spurious cues or generate hallucinations during inference.",Neutral,https://www.aclanthology.org/2022.naacl-main.162.pdf
490,245219136,Evidentiality-guided Generation for Knowledge-Intensive NLP Tasks,conclusion,we introduce a multi-task learning objective the combines answer generation and evidentiality prediction.,ReSolved,https://www.aclanthology.org/2022.naacl-main.162.pdf
491,245219136,Evidentiality-guided Generation for Knowledge-Intensive NLP Tasks,conclusion,we propose task-agnostic data mining techniques to obtain silver evidentiality labels to enable this auxiliary training.,ReSolved,https://www.aclanthology.org/2022.naacl-main.162.pdf
492,245219136,Evidentiality-guided Generation for Knowledge-Intensive NLP Tasks,conclusion,"our experiments across five datasets show large performance improvements over baselines and our evidentialityguided generator advances the state-of-the-art performance on faviq-ambig, fever and wow.",ReSolved,https://www.aclanthology.org/2022.naacl-main.162.pdf
493,245219136,Evidentiality-guided Generation for Knowledge-Intensive NLP Tasks,conclusion,our analysis shows that multi-task learning and silver evidentiality mining both contribute to the performance improvements by helping the model learn to focus on and generate answers from more relevant passages.,ReSolved,https://www.aclanthology.org/2022.naacl-main.162.pdf
494,221819379,Published as a conference paper at ICLR 2021 CONDITIONALLY ADAPTIVE MULTI-TASK LEARNING: IMPROVING TRANSFER LEARNING IN NLP USING FEWER PARAMETERS & LESS DATA,conclusion,we believe that our experiments here have helped demonstrate the potential of task conditioned adaptive learning within a single model that performs multiple tasks.,ReSolved,https://arxiv.org/pdf/2009.09139v3.pdf
495,221819379,Published as a conference paper at ICLR 2021 CONDITIONALLY ADAPTIVE MULTI-TASK LEARNING: IMPROVING TRANSFER LEARNING IN NLP USING FEWER PARAMETERS & LESS DATA,conclusion,"in a large-scale 24-task nlp experiment, ca-mtl outperforms fully tuned single task models by 2.3% for bert large and by 1.2% for roberta large using 1.12 times the number of parameters, while single task fine-tuning approach requires 24 separately tuned single task models or 24 times the number of parameters.",Neutral,https://arxiv.org/pdf/2009.09139v3.pdf
496,221819379,Published as a conference paper at ICLR 2021 CONDITIONALLY ADAPTIVE MULTI-TASK LEARNING: IMPROVING TRANSFER LEARNING IN NLP USING FEWER PARAMETERS & LESS DATA,conclusion,"when a bert vanilla mtl model sees its performance drop as the number of tasks increases, ca-mtl scores continue to climb.",Neutral,https://arxiv.org/pdf/2009.09139v3.pdf
497,221819379,Published as a conference paper at ICLR 2021 CONDITIONALLY ADAPTIVE MULTI-TASK LEARNING: IMPROVING TRANSFER LEARNING IN NLP USING FEWER PARAMETERS & LESS DATA,conclusion,performance gains are not driven by a single task as it is often the case in mtl.,Neutral,https://arxiv.org/pdf/2009.09139v3.pdf
498,221819379,Published as a conference paper at ICLR 2021 CONDITIONALLY ADAPTIVE MULTI-TASK LEARNING: IMPROVING TRANSFER LEARNING IN NLP USING FEWER PARAMETERS & LESS DATA,conclusion,"each ca-mtl module that adapts a transformer model is able to reduce performance variances between tasks, increasing average scores and aligning task covariances.",ReSolved,https://arxiv.org/pdf/2009.09139v3.pdf
499,221819379,Published as a conference paper at ICLR 2021 CONDITIONALLY ADAPTIVE MULTI-TASK LEARNING: IMPROVING TRANSFER LEARNING IN NLP USING FEWER PARAMETERS & LESS DATA,conclusion,this evidence shows that ca-mtl is able to mitigate task interference and promote more efficient parameter sharing.,ReSolved,https://arxiv.org/pdf/2009.09139v3.pdf
500,221819379,Published as a conference paper at ICLR 2021 CONDITIONALLY ADAPTIVE MULTI-TASK LEARNING: IMPROVING TRANSFER LEARNING IN NLP USING FEWER PARAMETERS & LESS DATA,conclusion,we showed that mt-uncertainty is able to avoid degrading performances of low resource tasks.,ReSolved,https://arxiv.org/pdf/2009.09139v3.pdf
501,221819379,Published as a conference paper at ICLR 2021 CONDITIONALLY ADAPTIVE MULTI-TASK LEARNING: IMPROVING TRANSFER LEARNING IN NLP USING FEWER PARAMETERS & LESS DATA,conclusion,"tasks are sampled whenever the model sees entropy increase, helping avoid catastrophic forgetting.",Neutral,https://arxiv.org/pdf/2009.09139v3.pdf
502,221819379,Published as a conference paper at ICLR 2021 CONDITIONALLY ADAPTIVE MULTI-TASK LEARNING: IMPROVING TRANSFER LEARNING IN NLP USING FEWER PARAMETERS & LESS DATA,conclusion,"overall, ca-mtl offers a promising avenue to dynamically adapt and modularize knowledge embedded in large monolithic pretrained models. extending such ideas will be an objective for future work.",Finding,https://arxiv.org/pdf/2009.09139v3.pdf
503,220302524,Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval,conclusion,ance fundamentally eliminates the discrepancy between the representation learning of texts and their usages in dense retrieval.,ReSolved,https://arxiv.org/pdf/2007.00808v1.pdf
504,220302524,Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval,conclusion,"our ance trained dense retrieval model, the vanilla bert-siamese, convincingly outperforms all dense retrieval and sparse retrieval baselines in our large scale document retrieval and passage retrieval experiments.",ReSolved,https://arxiv.org/pdf/2007.00808v1.pdf
505,220302524,Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval,conclusion,it nearly matches the ranking accuracy of the state-of-theart cascade sparse retrieval and bert reranking pipeline.,ReSolved,https://arxiv.org/pdf/2007.00808v1.pdf
506,220302524,Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval,conclusion,"more importantly, all these advantages are achieved with a standard transformer encoder at a 1% online inference latency, using a simple dot-product in the ance-learned representation space.",ReSolved,https://arxiv.org/pdf/2007.00808v1.pdf
507,252368291,Learning to Answer Semantic Queries over Code,conclusions and future work,we presented the codequeries dataset which tests the ability of neural models for code understanding on the proposed problem of answering semantic queries over code.,ReSolved,https://export.arxiv.org/pdf/2209.08372v1.pdf
508,252368291,Learning to Answer Semantic Queries over Code,conclusions and future work,it requires the models to perform single-or multi-hop reasoning.,Neutral,https://export.arxiv.org/pdf/2209.08372v1.pdf
509,252368291,Learning to Answer Semantic Queries over Code,conclusions and future work,"despite a diverse set of 52 queries requiring varied program analyses, the proposed models perform reasonably well if relevant code is given.",Finding,https://export.arxiv.org/pdf/2209.08372v1.pdf
510,252368291,Learning to Answer Semantic Queries over Code,conclusions and future work,"at the same time, our evaluation under pragmatic considerations indicates that scalability to entire files and learning from a limited number of examples have much room for improvement.",Finding,https://export.arxiv.org/pdf/2209.08372v1.pdf
511,252368291,Learning to Answer Semantic Queries over Code,conclusions and future work,"we plan to explore models with the ability to handle larger contexts (e.g., [dai et al., 2019]), better training of relevance classifier and span-prediction inspired pre-training objectives (e.g., [joshi et al., 2020, ram et al., 2021) in the future.",Finding,https://export.arxiv.org/pdf/2209.08372v1.pdf
512,252368291,Learning to Answer Semantic Queries over Code,conclusions and future work,we could also add many more semantic queries and programming languages to our dataset.,Finding,https://export.arxiv.org/pdf/2209.08372v1.pdf
513,258053774,Cancer-Specific Survival after Limb Salvage versus Amputation in Children and Adolescents with Osteosarcoma: A Population-Based Analysis with Propensity Score Matching,conclusion,"to summarize, we established and validated a novel nomogram for os patients of cya, which could serve as concise and practical tools for clinicians to anticipate the 1-, 3-, and 5-years css.",ReSolved,
514,258053774,Cancer-Specific Survival after Limb Salvage versus Amputation in Children and Adolescents with Osteosarcoma: A Population-Based Analysis with Propensity Score Matching,conclusion,lss for patients with os exhibited signifcant beneft on css compared with amputation.,ReSolved,
515,258053774,Cancer-Specific Survival after Limb Salvage versus Amputation in Children and Adolescents with Osteosarcoma: A Population-Based Analysis with Propensity Score Matching,conclusion,"while new chemotherapy regimens will be required to increase survivorship in the setting of os, patients with tumor features suitable to lss had a much higher survival rate than those suitable for amputation.",Neutral,
516,236771976,MuSiQue: Multihop Questions via Single-hop Question Composition,conclusion,constructing multihop datasets is a tricky process. it can introduce shortcuts and artifacts that models can exploit to circumvent the need for multihop reasoning.,Neutral,https://www.aclanthology.org/2022.tacl-1.31.pdf
517,236771976,MuSiQue: Multihop Questions via Single-hop Question Composition,conclusion,a bottom-up process of constructing multihop from single-hop questions allows systematic exploration of a large space of multihop candidates and greater control over which questions we compose.,ReSolved,https://www.aclanthology.org/2022.tacl-1.31.pdf
518,236771976,MuSiQue: Multihop Questions via Single-hop Question Composition,conclusion,"we showed how to use such a carefully controlled process to create a challenging dataset that, by design, requires connected reasoning by reducing potential reasoning shortcuts, minimizing train-test leakage, and including harder distractor contexts.",ReSolved,https://www.aclanthology.org/2022.tacl-1.31.pdf
519,236771976,MuSiQue: Multihop Questions via Single-hop Question Composition,conclusion,empirical results show that -ans has a substantially higher human-model gap and is significantly less cheatable via disconnected reasoning than previous datasets.,ReSolved,https://www.aclanthology.org/2022.tacl-1.31.pdf
520,236771976,MuSiQue: Multihop Questions via Single-hop Question Composition,conclusion,"the dataset also comes with unanswerable questions, and question decompositions which we hope spurs further work in developing models that get right answers for the right reasons.",Finding,https://www.aclanthology.org/2022.tacl-1.31.pdf
521,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,conclusion,"in this paper, we propose reasoning circuits, a new framework suited to real-world scenarios where the nlp task at hand requires multiple steps of structured reasoning, with only a limited number of available labelled examples, and a small annotation budget, also only a modest deep learning computational infrastructure/budget is accessible.",ReSolved,https://export.arxiv.org/pdf/2211.08466v1.pdf
522,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,conclusion,"in this work, we apply this framework to the task of fewshot multi-hop question generation which fits all these criteria.",ReSolved,https://export.arxiv.org/pdf/2211.08466v1.pdf
523,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,conclusion,we identify structured multi-step rationales that break down this problem into many discrete reasoning steps.,ReSolved,https://export.arxiv.org/pdf/2211.08466v1.pdf
524,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,conclusion,"each step in these rationales is treated as a single ""task"" within a mixture of similar ""tasks"".",Neutral,https://export.arxiv.org/pdf/2211.08466v1.pdf
525,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,conclusion,"the individual tasks can be categorized into control tasks, which control the flow of information between tasks, and generative tasks, that generate free-form text for successive tasks in the reasoning circuit.",Neutral,https://export.arxiv.org/pdf/2211.08466v1.pdf
526,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,conclusion,"the framework is relatively easy to implement, since only a single generative model is fine-tuned with a mixture of all reasoning steps; at inference time, the same model can generate all reasoning steps sequentially.",Neutral,https://export.arxiv.org/pdf/2211.08466v1.pdf
527,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,conclusion,we show that fine-tuning with only around 64 to 128 labelled rationale examples with our approach is enough to improve automatic evaluation metrics compared to a baseline trained without rationales on the hot-potqa dataset.,ReSolved,https://export.arxiv.org/pdf/2211.08466v1.pdf
528,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,conclusion,"more importantly, with human evaluation, we find that this framework can strongly improve the central objective of multi-hop qg, to generate challenging questions which cannot be answered from reading only a single passage.",ReSolved,https://export.arxiv.org/pdf/2211.08466v1.pdf
529,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,limitations,the proposed reasoning circuits framework intends to replace the need for thousands of annotated examples with a strong inductive bias of structured rationales.,Neutral,https://export.arxiv.org/pdf/2211.08466v1.pdf
530,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,limitations,"there is two issues with this approach at a conceptual level: 1. it may not always be possible to break down a multi-step reasoning problem cleanly into discrete reasoning steps, and another related issue it increasing complexity of the circuit with the complexity of the task.",Neutral,https://export.arxiv.org/pdf/2211.08466v1.pdf
531,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,limitations,"2. for the design of these reasoning circuits a researcher must develop a thorough understanding of this reasoning task, so that the final circuit design broadly covers all possible types of reasoning problems expected to be solved.",Neutral,https://export.arxiv.org/pdf/2211.08466v1.pdf
532,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,limitations,"an under-or illdesigned reasoning circuit may cause the system to either not support a certain portion of problems or produce non-sensical outputs.essentially, there is trade off between a tighter control over reasoning by investing in a deep understanding of the problem leading to a comprehensive reasoning circuit design and lower annotations budget, versus, less control over logic and depending on a large number of annotations which allow the model to discover this logic on its own at much higher cost of large scale annotations budget.",Neutral,https://export.arxiv.org/pdf/2211.08466v1.pdf
533,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,limitations,at the implementation and operations level one of the the key limitations our proposed system is the number of inference steps to solve the problem.,Finding,https://export.arxiv.org/pdf/2211.08466v1.pdf
534,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,limitations,the number of times model inference may be needed to solve a single example is equal the length of the longest task sequence chain in the reasoning circuit.,Finding,https://export.arxiv.org/pdf/2211.08466v1.pdf
535,253553165,Reasoning Circuits: Few-shot Multihop Question Generation with Structured Rationales,limitations,one possible solution for this could be by training the model to solve the entire problem by generating all the steps of reasoning and the target string in a single inference step and could massively reduce inference time and costs.,Finding,https://export.arxiv.org/pdf/2211.08466v1.pdf
536,241583187,FaBULOUS: Fact-checking Based on Understanding of Language Over Unstructured and Structured information,conclusion,"overall, this multi-modal task creates a plethora of new challenges to overcome and opens exciting avenues of research for the future of automated fact verification.",ReSolved,https://www.aclanthology.org/2021.fever-1.4.pdf
537,243986045,Recent Advances in Automated Question Answering In Biomedical Domain,conclusion,"in this review, we focused on the recent advances in biomedical question answering.",Neutral,https://arxiv.org/pdf/2111.05937v1.pdf
538,243986045,Recent Advances in Automated Question Answering In Biomedical Domain,conclusion,"we provided a review of general domain question answering using knowledge bases, texts or both, before moving on to biomedical question answering systems.",ReSolved,https://arxiv.org/pdf/2111.05937v1.pdf
539,243986045,Recent Advances in Automated Question Answering In Biomedical Domain,conclusion,we explored current state of the art biomedical qa systems and discussed their limitations.,ReSolved,https://arxiv.org/pdf/2111.05937v1.pdf
540,243986045,Recent Advances in Automated Question Answering In Biomedical Domain,conclusion,we finally provided an overall analysis of limitations of bqa systems along with ways to overcome them.,ReSolved,https://arxiv.org/pdf/2111.05937v1.pdf
541,243986045,Recent Advances in Automated Question Answering In Biomedical Domain,conclusion,we finally explore the potential areas of focus for further research.,ReSolved,https://arxiv.org/pdf/2111.05937v1.pdf
542,252818979,Hierarchical Representation-based Dynamic Reasoning Network for Biomedical Question Answering,conclusion,"this paper proposes hdrn, a novel model for representation learning and reasoning for biomedical question answering.",ReSolved,https://www.aclanthology.org/2022.coling-1.127.pdf
543,252818979,Hierarchical Representation-based Dynamic Reasoning Network for Biomedical Question Answering,conclusion,"first, we construct hierarchical representations to obtain a deep understanding of the biomedical evidences. then, we perform multi-step dynamic reasoning to solve complex biomedical questions.",ReSolved,https://www.aclanthology.org/2022.coling-1.127.pdf
544,252818979,Hierarchical Representation-based Dynamic Reasoning Network for Biomedical Question Answering,conclusion,we evaluate our model on three bioqa datasets and achieve new state-of-theart performances.,ReSolved,https://www.aclanthology.org/2022.coling-1.127.pdf
545,247476426,Relation Leakage in Elicited Natural Language Inference Datasets,conclusion,"we have introduced useful tools and techniques for analyzing elicited sentence relation leakage bias in nli datasets, and applied them to a large, representative set of popular current datasets.",ReSolved,https://arxiv.org/pdf/2112.09237v2.pdf
546,235678938,Controllable Open-ended Question Generation with A New Question Type Ontology,conclusion,we present a new question type ontology which better captures the nuances of questions to support the study of open-ended question generation.,ReSolved,https://www.aclanthology.org/2021.acl-long.502.pdf
547,235678938,Controllable Open-ended Question Generation with A New Question Type Ontology,conclusion,"we further annotate a new dataset with 4,959 questions based on the proposed ontology.",ReSolved,https://www.aclanthology.org/2021.acl-long.502.pdf
548,235678938,Controllable Open-ended Question Generation with A New Question Type Ontology,conclusion,"we describe a joint question focus detection and question generation framework with a novel semantic graphaugmented representation, which is directly built on large pre-trained models.",ReSolved,https://www.aclanthology.org/2021.acl-long.502.pdf
549,235678938,Controllable Open-ended Question Generation with A New Question Type Ontology,conclusion,"based on this framework, we also enhance the controllability and diversity of generated questions by employing template exemplars or automatically generated templates.",ReSolved,https://www.aclanthology.org/2021.acl-long.502.pdf
550,235678938,Controllable Open-ended Question Generation with A New Question Type Ontology,conclusion,"experiments on two large datasets show that questions generated by our models have better quality and higher diversity than non-trivial comparisons, with similar results rated by human judges.",ReSolved,https://www.aclanthology.org/2021.acl-long.502.pdf
551,199668753,Towards Knowledge-Based Recommender Dialog System,conclusion,"in this paper, we propose a novel end-to-end framework, kbrd, which bridges the gap between the recommender system and the dialog system via knowledge propagation.",ReSolved,https://www.aclweb.org/anthology/D19-1189.pdf
552,199668753,Towards Knowledge-Based Recommender Dialog System,conclusion,"through a series of experiments, we show that kbrd can reach better performances in both recommendation and dialog generation in comparison with the baselines. we also discuss how the two systems benefit each other.",ReSolved,https://www.aclweb.org/anthology/D19-1189.pdf
553,199668753,Towards Knowledge-Based Recommender Dialog System,conclusion,"dialog information is effective for the recommender system especially in the setting of cold start, and the introduction of knowledge can strengthen the recommendation performance significantly.",Neutral,https://www.aclweb.org/anthology/D19-1189.pdf
554,199668753,Towards Knowledge-Based Recommender Dialog System,conclusion,information from the recommender system that contains the user preference and the relevant knowledge can enhance the consistency and diversity of the generated dialogs.,Neutral,https://www.aclweb.org/anthology/D19-1189.pdf
555,253510370,World Knowledge in Multiple Choice Reading Comprehension,limitations,we propose an approach that can automatically flag questions that can be answered without contextual information.,ReSolved,https://export.arxiv.org/pdf/2211.07040v2.pdf
556,253510370,World Knowledge in Multiple Choice Reading Comprehension,limitations,"however, the remaining questions are not necessarily high-quality questions, since many other aspects make up question quality.",Finding,https://export.arxiv.org/pdf/2211.07040v2.pdf
557,253510370,World Knowledge in Multiple Choice Reading Comprehension,limitations,"second, the experiments are conducted using only the electra model, though it is expected similar trends will be picked up by alternative transformer-based language models.",Finding,https://export.arxiv.org/pdf/2211.07040v2.pdf
558,253510370,World Knowledge in Multiple Choice Reading Comprehension,limitations,"further, exams might be aimed at a level where a lack of specific knowledge may be assumed.",Finding,https://export.arxiv.org/pdf/2211.07040v2.pdf
559,253510370,World Knowledge in Multiple Choice Reading Comprehension,limitations,"our work does not consider variable candidate knowledge levels, and our evaluation was only done by highly educated (we'd like to think) graduate students.",Finding,https://export.arxiv.org/pdf/2211.07040v2.pdf
560,253510370,World Knowledge in Multiple Choice Reading Comprehension,limitations,"finally, we acknowledge that our human evaluation was limited in size and questions, however it is clearly demonstrated that for low 'shortcut entropy' questions, comprehension is not necessarily required.",Finding,https://export.arxiv.org/pdf/2211.07040v2.pdf
561,243756815,Extracting a Knowledge Base of COVID-19 Events from Social Media,conclusion,"in this paper, we presented a corpus of 10,000 tweets annotated with 5 types of events and 28 slots.",ReSolved,https://export.arxiv.org/pdf/2006.02567v4.pdf
562,243756815,Extracting a Knowledge Base of COVID-19 Events from Social Media,conclusion,we showed that our corpus supports automatic extraction of covid-19 events using supervised learning.,ReSolved,https://export.arxiv.org/pdf/2006.02567v4.pdf
563,243756815,Extracting a Knowledge Base of COVID-19 Events from Social Media,conclusion,"by aggregating extractions over millions of tweets, our approach can accurately answer a range of structured queries about events that are publicly reported in real-time on twitter.",ReSolved,https://export.arxiv.org/pdf/2006.02567v4.pdf
564,243756815,Extracting a Knowledge Base of COVID-19 Events from Social Media,conclusion,"our knowledge base could be a useful tool for epidemiologists, journalists and policymakers to more efficiently track the spread of this new disease.",ReSolved,https://export.arxiv.org/pdf/2006.02567v4.pdf
565,243756815,Extracting a Knowledge Base of COVID-19 Events from Social Media,conclusion,this work also presents a case-study on how an information extraction system can be rapidly developed for a new domain in response to an emerging crisis.,ReSolved,https://export.arxiv.org/pdf/2006.02567v4.pdf
566,243756815,Extracting a Knowledge Base of COVID-19 Events from Social Media,conclusion,"for example, our methodology could be applied to develop knowledge bases for natural disasters (spiliopoulou et al., 2020) or future disease outbreaks.",Finding,https://export.arxiv.org/pdf/2006.02567v4.pdf
567,258841328,QLORA: Efficient Finetuning of Quantized LLMs,limitations and discussion,"we have shown evidence that our method, qlora, can replicate 16-bit full finetuning performance with a 4-bit base model and low-rank adapters (lora).",ReSolved,https://export.arxiv.org/pdf/2305.14314v1.pdf
568,258841328,QLORA: Efficient Finetuning of Quantized LLMs,limitations and discussion,"despite this evidence, we did not establish that qlora can match full 16-bit finetuning performance at 33b and 65b scales.",Finding,https://export.arxiv.org/pdf/2305.14314v1.pdf
569,258841328,QLORA: Efficient Finetuning of Quantized LLMs,limitations and discussion,"due to the immense resource costs, we leave this study to future work.another limitation is the evaluation of instruction finetuning models.",Finding,https://export.arxiv.org/pdf/2305.14314v1.pdf
570,258841328,QLORA: Efficient Finetuning of Quantized LLMs,limitations and discussion,"while we provide evaluations on mmlu, the vicuna benchmark, and the oa benchmark, we did not evaluate on other benchmarks such as bigbench, raft, and helm, and it is not ensured that our evaluations generalize to these benchmarks.",Finding,https://export.arxiv.org/pdf/2305.14314v1.pdf
571,258841328,QLORA: Efficient Finetuning of Quantized LLMs,limitations and discussion,"on the other hand, we perform a very broad study on mmlu and develop new methods for evaluating chatbots.from the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.",Finding,https://export.arxiv.org/pdf/2305.14314v1.pdf
572,258841328,QLORA: Efficient Finetuning of Quantized LLMs,limitations and discussion,"for example, flan v2 is similar to mmlu, but dissimilar to chatbot benchmarks and vice versa for the chip2 dataset and both models score accordingly on the mmlu and vicuna benchmarks.",Neutral,https://export.arxiv.org/pdf/2305.14314v1.pdf
573,258841328,QLORA: Efficient Finetuning of Quantized LLMs,limitations and discussion,"this highlights that not only better benchmarks and evaluation is needed, but that one needs to be careful about what one is evaluating in the first place.",Finding,https://export.arxiv.org/pdf/2305.14314v1.pdf
574,258841328,QLORA: Efficient Finetuning of Quantized LLMs,limitations and discussion,do we want to create models that do well on classroom highschool and colleague knowledge or do we want to do well on chatbot conversation ability? maybe something else?,Finding,https://export.arxiv.org/pdf/2305.14314v1.pdf
575,258841328,QLORA: Efficient Finetuning of Quantized LLMs,limitations and discussion,"because it is always easier to evaluate on an existing benchmark compared to creating a new one, certain benchmarks can steer the community towards a certain direction.",Neutral,https://export.arxiv.org/pdf/2305.14314v1.pdf
576,258841328,QLORA: Efficient Finetuning of Quantized LLMs,limitations and discussion,"we should ensure as a community that the benchmarks measure what we care about.while we provide a detailed evaluation for general chatbot performance, another limitation is that we only do a limited responsible ai evaluation of guanaco.",Finding,https://export.arxiv.org/pdf/2305.14314v1.pdf
