,sourceNodeId,targetNodeId,cite_info,relationshipType,flag
253,257766470,237485084,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
254,257766470,248780551,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
255,257766470,230799347,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
256,257766470,226236740,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
257,257766470,235097509,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
258,257766470,218486753,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
259,257766470,237502773,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
260,257766470,222178328,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
261,257766470,189927896,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
262,257766470,204915921,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
263,257766470,221448158,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
264,257766470,86611921,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
265,257766470,235755349,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
266,257766470,225075843,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
267,257766470,201058633,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
268,257766470,174801764,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
269,257766470,174801080,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
270,257766470,225066758,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
271,257766470,211258645,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
272,257766470,240288953,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
273,257766470,155100120,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
274,257766470,248986946,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
275,257766470,222141025,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
276,257766470,235097535,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
277,257766470,247594506,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
278,257766470,221749191,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
279,257766470,236771976,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
280,257766470,247595263,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
281,257766470,52822214,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
282,257766470,233219869,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
283,257766470,220045416,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
284,257766470,222208994,"{236459873: '1', 251135345: '[5,', 237450610: '[11]', 139103297: '[20,', 211126663: '[25]', 233297051: '[31]', 237485084: '[33,', 248780551: '[39,', 230799347: '[45,', 226236740: '[54,', 235097509: '[61,', 218486753: '[65,', 237502773: '66,', 222178328: '67]', 189927896: '68,', 204915921: '73,', 221448158: '74,', 86611921: '[78]', 235755349: '81,', 225075843: '84,', 201058633: '[86]', 174801764: '96,', 174801080: '97,', 225066758: '101,', 211258645: '104,', 240288953: '109,', 155100120: '113,', 248986946: '114]', 222141025: '[126,', 235097535: '128,', 249062828: '129]', 247594506: '130]', 219573621: '[145]', 221749191: '150]', 236771976: '151]', 247595263: '[156]', 52822214: '169]', 233219869: '170,', 220045416: '175]', 222208994: '186]'}",cites,89
285,261065828,165163607,"{165163607: 'Clark et al., 2019', 222125277: 'De Cao et al., 2021', 230799347: 'Geva et al., 2021', 52822214: 'Yang et al., 2018', 253237669: 'Zhou et al. 2022'}",cites,90
286,261065828,222125277,"{165163607: 'Clark et al., 2019', 222125277: 'De Cao et al., 2021', 230799347: 'Geva et al., 2021', 52822214: 'Yang et al., 2018', 253237669: 'Zhou et al. 2022'}",cites,90
287,261065828,230799347,"{165163607: 'Clark et al., 2019', 222125277: 'De Cao et al., 2021', 230799347: 'Geva et al., 2021', 52822214: 'Yang et al., 2018', 253237669: 'Zhou et al. 2022'}",cites,90
288,261065828,52822214,"{165163607: 'Clark et al., 2019', 222125277: 'De Cao et al., 2021', 230799347: 'Geva et al., 2021', 52822214: 'Yang et al., 2018', 253237669: 'Zhou et al. 2022'}",cites,90
289,261065828,253237669,"{165163607: 'Clark et al., 2019', 222125277: 'De Cao et al., 2021', 230799347: 'Geva et al., 2021', 52822214: 'Yang et al., 2018', 253237669: 'Zhou et al. 2022'}",cites,90
290,226955938,209063721,"{209063721: 'Moon et al. 2019', 214233456: 'Sun et al., 2020', 52822214: 'Yang et al., 2018;', 211572557: 'Yang et al. 2020'}",cites,91
291,226955938,214233456,"{209063721: 'Moon et al. 2019', 214233456: 'Sun et al., 2020', 52822214: 'Yang et al., 2018;', 211572557: 'Yang et al. 2020'}",cites,91
292,226955938,52822214,"{209063721: 'Moon et al. 2019', 214233456: 'Sun et al., 2020', 52822214: 'Yang et al., 2018;', 211572557: 'Yang et al. 2020'}",cites,91
293,226955938,211572557,"{209063721: 'Moon et al. 2019', 214233456: 'Sun et al., 2020', 52822214: 'Yang et al., 2018;', 211572557: 'Yang et al. 2020'}",cites,91
294,207982228,67855846,"{67855846: 'Dua et al., 2019'}",cites,92
295,235313893,86611921,"{219721462: 'Kamath et al. 2020', 86611921: 'Kwiatkowski et al., 2019'}",cites,93
296,239616544,221845203,"{221845203: 'Ainslie et al., 2020', 155100120: 'Zhang et al., 2019'}",cites,94
297,239616544,155100120,"{221845203: 'Ainslie et al., 2020', 155100120: 'Zhang et al., 2019'}",cites,94
298,254926391,202583433,"{202583433: 'Das et al., 2019;', 189927857: 'Feldman and El-Yaniv, 2019;', 250562707: 'Feng et al., 2022', 230437663: 'Khattab et al., 2021', 221970302: 'Xiong et al., 2021a', 189898081: 'Yao et al., 2019;', 233219869: 'Yasunaga et al., 2021;'}",cites,95
299,254926391,250562707,"{202583433: 'Das et al., 2019;', 189927857: 'Feldman and El-Yaniv, 2019;', 250562707: 'Feng et al., 2022', 230437663: 'Khattab et al., 2021', 221970302: 'Xiong et al., 2021a', 189898081: 'Yao et al., 2019;', 233219869: 'Yasunaga et al., 2021;'}",cites,95
